DLL Identifier (Author),Authorized Name,Language,Variant
A4708,"Spinoza, Benedictus de",Latin,"Spinoza, Benedictus, 1632-1677."
A4708,"Spinoza, Benedictus de",Latin,"Spinoza, Benedikt, 1632-1677"
A4709,"Kepler, Johannes",Latin,Ioannes Keplerus
A4709,"Kepler, Johannes",Latin,"Kepler, Iohann, 1571-1630"
A4709,"Kepler, Johannes",Latin,"Kepler, Iohannes, 1571-1630"
A4709,"Kepler, Johannes",Latin,"Kepler, J. 1571-1630 Johannes"
A4709,"Kepler, Johannes",Latin,"Kepler, Johann"
A4709,"Kepler, Johannes",Latin,"Kepler, Johann, 1571-1630"
A4709,"Kepler, Johannes",Latin,"Kepler, Johannes, 1571-1630."
A4709,"Kepler, Johannes",Latin,"Keplerus, Iohannes, 1571-1630"
A4710,"Halley, Edmond",Latin,Edmundus Halleius
A4710,"Halley, Edmond",Latin,"Halley, Edmond, 1655-1742"
A4710,"Halley, Edmond",Latin,"Halley, Edmond, 1656-1742"
A4710,"Halley, Edmond",Latin,"Halley, Edmond, sterrenkundige, 1656-1742"
A4710,"Halley, Edmond",Latin,"Halley, Edmund, 1656-1742"
A4710,"Halley, Edmond",Latin,"Halley, Edmund, Sir, 1656-1742"
A4710,"Halley, Edmond",Latin,Edmundus Halleius
A4710,"Halley, Edmond",Latin,"Halley, Edmond, 1655-1742"
A4710,"Halley, Edmond",Latin,"Halley, Edmund, 1656-1742"
A4710,"Halley, Edmond",Latin,"Halley, Edmond, 1656-1742"
A4710,"Halley, Edmond",Latin,"Halley, Edmond, sterrenkundige, 1656-1742"
A4710,"Halley, Edmond",Latin,"Halley, Edmund, Sir, 1656-1742"
A4711,"Bacon, Francis",Latin,"Bacon, F. философ 1561-1626 Francis"
A4711,"Bacon, Francis",Latin,"Bacon, Francis (English statesman, philosopher, 1561-1626)"
A4711,"Bacon, Francis",Latin,"Bacon, Francis f. 1561"
A4711,"Bacon, Francis",Latin,"Bacon, Francis, 1561-1626."
A4711,"Bacon, Francis",Latin,"Bacon, Francis, filozof"
A4711,"Bacon, Francis",Latin,"Bacone, Francesco, 1561-1626"
A4711,"Bacon, Francis",Latin,"Baconus, Franciscus, 1561-1626"
A4711,"Bacon, Francis",Latin,Franciscus Baconus de Verulamio
A4712,"Vega, Garcilaso de la",Latin,"De la Vega, Garcilaso, 1503-1536"
A4712,"Vega, Garcilaso de la",Latin,Garcilaso : de la Vega  <circa 1503-1536>
A4712,"Vega, Garcilaso de la",Latin,Garcilaso de la Vega поэт 1501-1536
A4712,"Vega, Garcilaso de la",Latin,"Garcilaso de la Vega, 1501-1536"
A4712,"Vega, Garcilaso de la",Latin,"Garcilaso, de la Vega, 1503-1536"
A4712,"Vega, Garcilaso de la",Latin,"Vega, G. de la поэт 1503-1536 Garcilaso de la"
A4712,"Vega, Garcilaso de la",Latin,"Vega, Garcilaso de la"
A4712,"Vega, Garcilaso de la",Latin,"Vega, Garcilaso de la 1503-1536"
A4713,"Newton, Isaac",Latin,Isaacus Neutonus
A4713,"Newton, Isaac",Latin,"Newton, I. 1643-1727 Isaac"
A4713,"Newton, Isaac",Latin,"Newton, Isaac (English physicist and mathematician, 1642-1727)"
A4713,"Newton, Isaac",Latin,"Newton, Isaac 1642-1727 seras"
A4713,"Newton, Isaac",Latin,"Newton, Isaac Sir"
A4713,"Newton, Isaac",Latin,"Newton, Isaac, 1642-1727 Sir,"
A4713,"Newton, Isaac",Latin,"Newton, Isaac, 1643-1727."
A4713,"Newton, Isaac",Latin,Isaacus Neutonus
A4713,"Newton, Isaac",Latin,"Newton, Isaac, 1642-1727 Sir,"
A4713,"Newton, Isaac",Latin,"Newton, I. 1643-1727 Isaac"
A4713,"Newton, Isaac",Latin,"Newton, Isaac, 1643-1727."
A4713,"Newton, Isaac",Latin,"Newton, Isaac Sir"
A4713,"Newton, Isaac",Latin,"Newton, Isaac 1642-1727 seras"
A4713,"Newton, Isaac",Latin,"Newton, Isaac (English physicist and mathematician, 1642-1727)"
A4714,"Xylander, Wilhelm",Latin,Guilielmus Xylander
A4714,"Xylander, Wilhelm",Latin,"Gulielmus Xylander, 1532-1576"
A4714,"Xylander, Wilhelm",Latin,"Holtzman, Wilhelm, 1532-1576"
A4714,"Xylander, Wilhelm",Latin,"Holzmann, Wilhelm, 1532-1576"
A4714,"Xylander, Wilhelm",Latin,Wilhelm Xylander deutscher Gelehrter und Humanist
A4714,"Xylander, Wilhelm",Latin,Wilhem Holtzman
A4714,"Xylander, Wilhelm",Latin,William Xylander
A4714,"Xylander, Wilhelm",Latin,"Xylander, Guilielmus"
A4714,"Xylander, Wilhelm",Latin,"Xylander, Guilielmus, 1532-1576"
A4714,"Xylander, Wilhelm",Latin,"Xylander, Gulielmus, 1532-1576"
A4714,"Xylander, Wilhelm",Latin,"Xylander, Wilhelm Holtzman, 1532-1576"
A4714,"Xylander, Wilhelm",Latin,"Xylander, Wilhelm, 1532-1576."
A4715,"Bulteel, Gislain",Latin,"Bulteel, Gislain"
A4715,"Bulteel, Gislain",Latin,"Bulteel, Gislain, seigneur de la Clyte, 1555-1611"
A4715,"Bulteel, Gislain",Latin,"Bultelius, Gislenus 1555-1611"
A4715,"Bulteel, Gislain",Latin,Gislain Bulteel
A4715,"Bulteel, Gislain",Latin,Gislenus Bultelius
A4715,"Bulteel, Gislain",Latin,"Bultelius, Gislenus 1555-1611"
A4715,"Bulteel, Gislain",Latin,Gislenus Bultelius
A4715,"Bulteel, Gislain",Latin,Gislain Bulteel
A4715,"Bulteel, Gislain",Latin,"Bulteel, Gislain, seigneur de la Clyte, 1555-1611"
A4715,"Bulteel, Gislain",Latin,"Bulteel, Gislain"
A4716,"Galilei, Galileo",Latin,Galilaeus Galilaei
A4716,"Galilei, Galileo",Latin,"Galilée, 1564-1642"
A4716,"Galilei, Galileo",Latin,"Galilei, G. 1564-1642 Galileo"
A4716,"Galilei, Galileo",Latin,"Galilei, Galileo (Italian scientist, astronomer, mathmetician, and draftsman, 1564-1641)"
A4716,"Galilei, Galileo",Latin,"Galilei, Galileo, 1564-1642."
A4716,"Galilei, Galileo",Latin,"Galileo Galilei, 1564-1642"
A4716,"Galilei, Galileo",Latin,"Galileu, 1564-1642"
A4716,"Galilei, Galileo",Latin,Galileusz (1564-1642)
A4717,"Janus, Secundus",Latin,"Everaerts, Jan, 1511-1536"
A4717,"Janus, Secundus",Latin,"Everaerts, Joannes Nicolai of Jan 1511-1536"
A4717,"Janus, Secundus",Latin,Jan Everaerts
A4717,"Janus, Secundus",Latin,Janus Secundus
A4717,"Janus, Secundus",Latin,Janus Secundus 1511-1536
A4717,"Janus, Secundus",Latin,"Janus, Secundus"
A4717,"Janus, Secundus",Latin,"Second, Jean"
A4717,"Janus, Secundus",Latin,"Second, Jean, 1511-1536"
A4717,"Janus, Secundus",Latin,"Secundus, Ioannes Nicolai (1511-1536)."
A4717,"Janus, Secundus",Latin,"Secundus, Joannes"
A4717,"Janus, Secundus",Latin,"Secundus, Joannes (Joannes Nicolai), 1511-1536"
A4717,"Janus, Secundus",Latin,"Secundus, Joannes Nicola, 1511-1536"
A4717,"Janus, Secundus",Latin,"Secundus, Joannes Nicolai"
A4717,"Janus, Secundus",Latin,"Secundus, Joannes, 1511-1536"
A4717,"Janus, Secundus",Latin,"Secundus, Johannes 1511-1536"
A4718,"Tünger, Augustin",Latin,Augustin Tünger
A4718,"Tünger, Augustin",Latin,Augustinus Tünger
A4718,"Tünger, Augustin",Latin,"Tünger, August, 1455-1486"
A4718,"Tünger, Augustin",Latin,"Tünger, Augustin, 1455-1486"
A4718,"Tünger, Augustin",Latin,"Tünger, August, 1455-1486"
A4718,"Tünger, Augustin",Latin,"Tünger, Augustin, 1455-1486"
A4718,"Tünger, Augustin",Latin,Augustinus Tünger
A4718,"Tünger, Augustin",Latin,Augustin Tünger
A4719,"Porée, Charles",Latin,Carolus Poraeus
A4719,"Porée, Charles",Latin,Charles Porée
A4719,"Porée, Charles",Latin,Charles Porée poète français
A4719,"Porée, Charles",Latin,"Por©♭e, Charles, S.I., 1675-1741"
A4719,"Porée, Charles",Latin,"Porée, Charles 1675-1741 S.I."
A4719,"Porée, Charles",Latin,"Porée, Charles, 1675-1741"
A4719,"Porée, Charles",Latin,"Porée, Charles, 1676-1741"
A4719,"Porée, Charles",Latin,"Porée, Charles, S.J., 1675-1741"
A4720,"Scaliger, Joseph Juste",Latin,Iosephus Iustus Scaligerus
A4720,"Scaliger, Joseph Juste",Latin,Joseph Justus Scaliger
A4720,"Scaliger, Joseph Juste",Latin,"Scaliger, Ioseph Iustus, 1540-1609"
A4720,"Scaliger, Joseph Juste",Latin,"Scaliger, Joseph Justus, 1540-1609"
A4720,"Scaliger, Joseph Juste",Latin,"Scaliger, Joseph–Juste 1540–1609"
A4720,"Scaliger, Joseph Juste",Latin,"Scaliger, Josephus Justus, 1540-1609"
A4720,"Scaliger, Joseph Juste",Latin,"Scaligero, Giuseppe Giusto, 1540-1609"
A4720,"Scaliger, Joseph Juste",Latin,"Scaligerus, Josephus, 1540-1609"
A4721,"Johannes, de Alta Silva",Latin,Ioannes de Alta Silva
A4721,"Johannes, de Alta Silva",Latin,Jean de Haute-Seille
A4721,"Johannes, de Alta Silva",Latin,"Jean de Haute-Seille, 1184-1212"
A4721,"Johannes, de Alta Silva",Latin,Jean de Hauteville
A4721,"Johannes, de Alta Silva",Latin,"Jean, de Haute-Seille, active 1184-1212"
A4721,"Johannes, de Alta Silva",Latin,Joannes de Alta Silva
A4721,"Johannes, de Alta Silva",Latin,Johannes de Alta Silva
A4721,"Johannes, de Alta Silva",Latin,Johannes de Alta Silva (czynny 1184-1212).
A4721,"Johannes, de Alta Silva",Latin,"Johannes de Alta Silva, 11/1200-talet"
A4721,"Johannes, de Alta Silva",Latin,"Johannes de Alta Silva, active 1184-1212"
A4721,"Johannes, de Alta Silva",Latin,"Johannes, 1184-1212"
A4721,"Johannes, de Alta Silva",Latin,"Johannes, de Alta Silva"
A4721,"Johannes, de Alta Silva",Latin,"Johannes, de Alta Silva, active 1184-1212"
A4721,"Johannes, de Alta Silva",Latin,"Johannes, de Alta Silva, ca. 1184-ca. 1212"
A4721,"Johannes, de Alta Silva",Latin,John of Auville
A4722,"Fredegarius, Scholasticus",Latin,Frédégaire
A4722,"Fredegarius, Scholasticus",Latin,Frédégaire
A4722,"Fredegarius, Scholasticus",Latin,"Fredegar, 7. saj."
A4722,"Fredegarius, Scholasticus",Latin,Fredegarius
A4722,"Fredegarius, Scholasticus",Latin,Fredegarius rerum gestarum scriptor
A4722,"Fredegarius, Scholasticus",Latin,Fredegarius Scholasticus
A4722,"Fredegarius, Scholasticus",Latin,Fredegarius Scholasticus ca. 7./8. Jh
A4722,"Fredegarius, Scholasticus",Latin,Fredegarius Scholasticus ca. 7./8. Jh.
A4722,"Fredegarius, Scholasticus",Latin,Fredegarius Scholasticus.
A4722,"Fredegarius, Scholasticus",Latin,"Fredegarius, 7e eeuw"
A4722,"Fredegarius, Scholasticus",Latin,"Fredegarius, činný 7. století"
A4722,"Fredegarius, Scholasticus",Latin,"Fredegarius, Scholasticus"
A4722,"Fredegarius, Scholasticus",Latin,"Fredegarius, Scholasticus, 7ème siècle"
A4722,"Fredegarius, Scholasticus",Latin,"Fredegarius, Scholasticus, ap. 7. gs."
A4722,"Fredegarius, Scholasticus",Latin,"Fredegarius, sec. VII-VIII"
A4723,"Gwinne, Matthew",Latin,"Gwinne, Matthew (około 1558-1627)."
A4723,"Gwinne, Matthew",Latin,"Gwinne, Matthew ca. 1558-1627"
A4723,"Gwinne, Matthew",Latin,"Gwinne, Matthew, 1558?-1627"
A4723,"Gwinne, Matthew",Latin,"Gwinne, Matthew, ca. 1558-1627"
A4723,"Gwinne, Matthew",Latin,Matthaeus Gwynn
A4723,"Gwinne, Matthew",Latin,Matthew Gwinne British doctor
A4723,"Gwinne, Matthew",Latin,"Gwinne, Matthew (około 1558-1627)."
A4723,"Gwinne, Matthew",Latin,"Gwinne, Matthew ca. 1558-1627"
A4723,"Gwinne, Matthew",Latin,"Gwinne, Matthew, 1558?-1627"
A4723,"Gwinne, Matthew",Latin,Matthew Gwinne British doctor
A4723,"Gwinne, Matthew",Latin,"Gwinne, Matthew, ca. 1558-1627"
A4723,"Gwinne, Matthew",Latin,Matthaeus Gwynn
A4724,"Aeneas, of Paris",Latin,Aeneas of Paris
A4724,"Aeneas, of Paris",Latin,"Aeneas Parisiensis, -870"
A4724,"Aeneas, of Paris",Latin,"Aeneas, of Paris"
A4724,"Aeneas, of Paris",Latin,"Énée de Paris"""
A4724,"Aeneas, of Paris",Latin,"Aeneas, of Paris"
A4724,"Aeneas, of Paris",Latin,Aeneas of Paris
A4724,"Aeneas, of Paris",Latin,"Énée de Paris"""
A4724,"Aeneas, of Paris",Latin,"Aeneas Parisiensis, -870"
A4725,"More, Thomas, Saint",Latin,"More, Thomas"
A4725,"More, Thomas, Saint",Latin,"More, Thomas (British statesman, 1478-1535)"
A4725,"More, Thomas, Saint",Latin,"More, Thomas 1478–1535 seras šventasis"
A4725,"More, Thomas, Saint",Latin,"More, Thomas helgen"
A4725,"More, Thomas, Saint",Latin,"More, Thomas, 1478-1535"
A4725,"More, Thomas, Saint",Latin,"More, Thomas, 1478-1535."
A4725,"More, Thomas, Saint",Latin,"More, Thomas, s., 1478-1535"
A4725,"More, Thomas, Saint",Latin,"More, Thomas, Saint"
A4725,"More, Thomas, Saint",Latin,"More, Thomas, saint, 1478-1535"
A4725,"More, Thomas, Saint",Latin,"More, Thomas, sant, 1478-1535"
A4725,"More, Thomas, Saint",Latin,"More, Thomas, Santo, 1478-1535"
A4725,"More, Thomas, Saint",Latin,"More, Thomas, Sir, helgon, 1478-1535"
A4725,"More, Thomas, Saint",Latin,"Moro, Tomás, Santo, 1478-1535"
A4725,"More, Thomas, Saint",Latin,"Moro, Tomás, Sir, Santo, 1478-1535"
A4725,"More, Thomas, Saint",Latin,"Moro, Tommaso, s., 1478-1535"
A4725,"More, Thomas, Saint",Latin,Saint Thomas More
A4725,"More, Thomas, Saint",Latin,"Thomas More, 1478-1535, saint"
A4725,"More, Thomas, Saint",Latin,"Thomas More, s., 1478-1535"
A4725,"More, Thomas, Saint",Latin,Thomas Morus
A4725,"More, Thomas, Saint",Latin,Tomás Moro 1478-1535 Santo
A4725,"More, Thomas, Saint",Latin,"Tomás Moro, Santo 1478-1535"
A4725,"More, Thomas, Saint",Latin,Tomasz Morus (święty 
A4725,"More, Thomas, Saint",Latin, 1478-1535).
A4725,"More, Thomas, Saint",Latin,"Tommaso Moro, s., 1478-1535"
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,"Carpini, Giovanni da Pian del"
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,"Del Carpine, Giovanni da Pian (około 1182-1252)."
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,"Giovanni -1252 da Pian del Carpine, Archbishop of Antivari"
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,Giovanni da Pian del Carpine (ok. 1182-1252)
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,"Giovanni da Pian del Carpine, arcibiskup z Antivari, 1182-1252"
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,"Giovanni da Pian del Carpine, arciv. di Antivari, m. 1252"
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,"Giovanni da Pian del Carpine, Arzobispo de Antivari"
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,"Giovanni da Pian del Carpine, u.1185-1252."
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,Giovanni dal Pian del Carpine 1182-1252
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,Giovanni de Plano Carpini -1252
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,"Giovanni, -1252"
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,"Giovanni, da Pian del Carpine Αρχιεπίσκοπος Αντιβάρι (θ.1252)"
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,"Giovanni, da Pian del Carpine, Arcebispo de Antivari, m. 1252."
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,"Giovanni, Da Pian del Carpino"
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,Ioannes de Plano Carpini
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,Iohannes de Plano Carpini explorator Italicus
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin, franciscanus
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,Jean de Plan Carpin 1182?-1252
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,"Jean de Plan Carpin, -1252"
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,"Jean du Plan Carpin, 1182?-1252"
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,Joannes de Plano Carpini erkebiskop av Antivari
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,Johannes de Plano Carpini 1185-1252
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,Johannes de Plano Carpino
A4726,"Giovanni, da Pian del Carpine, Archbishop of Antivari, -1252",Latin,"Pian del Carpine, Giovanni da, ca. 1182-1252"
A4727,"Joachim, of Fiore, approximately 1132-1202",Latin,Gioacchino da Fiore
A4727,"Joachim, of Fiore, approximately 1132-1202",Latin,Ioachim Florensis
A4727,"Joachim, of Fiore, approximately 1132-1202",Latin,Joachim ca. 1132-1202 of Fiore
A4727,"Joachim, of Fiore, approximately 1132-1202",Latin,Joachim of Flora
A4727,"Joachim, of Fiore, approximately 1132-1202",Latin,"Joachim, of Fiore, approximately 1132-1202"
A4727,"Joachim, of Fiore, approximately 1132-1202",Latin,Joachim ca. 1132-1202 of Fiore
A4727,"Joachim, of Fiore, approximately 1132-1202",Latin,"Joachim, of Fiore, approximately 1132-1202"
A4727,"Joachim, of Fiore, approximately 1132-1202",Latin,Joachim of Flora
A4727,"Joachim, of Fiore, approximately 1132-1202",Latin,Gioacchino da Fiore
A4727,"Joachim, of Fiore, approximately 1132-1202",Latin,Ioachim Florensis
A4728,"Erchemperto, active 9th century",Latin,Erchembertus Casinensis 9. Jh.
A4728,"Erchemperto, active 9th century",Latin,Erchembertus Cassinensis
A4728,"Erchemperto, active 9th century",Latin,"Erchembertus, Cassinensis monachus, činný 9. století"
A4728,"Erchemperto, active 9th century",Latin,Erchempert
A4728,"Erchemperto, active 9th century",Latin,"Erchempert du Mont Cassin, 08..-088.?"
A4728,"Erchemperto, active 9th century",Latin,Erchemperto
A4728,"Erchemperto, active 9th century",Latin,"Erchemperto, active 9th century (Erchempertus)"
A4728,"Erchemperto, active 9th century",Latin,Erchempertus
A4729,"Arnold, von St. Emmeram",Latin,"Arnold de Saint-Emmeran, 1000?-1050?"
A4729,"Arnold, von St. Emmeram",Latin,Arnold von St. Emmeram (1000?-1050?).
A4729,"Arnold, von St. Emmeram",Latin,"Arnold, von St. Emmeram"
A4729,"Arnold, von St. Emmeram",Latin,"Arnold, von St. Emmeram, Regensburg, active 11th century"
A4729,"Arnold, von St. Emmeram",Latin,"Arnold, von St. Emmeram, Regensburg, activité 11e siècle"
A4729,"Arnold, von St. Emmeram",Latin,Arnoldus Emmeramensis
A4729,"Arnold, von St. Emmeram",Latin,Arnoldus Emmeramensis ca. 1000-ca. 1050
A4729,"Arnold, von St. Emmeram",Latin,"Arnold de Saint-Emmeran, 1000?-1050?"
A4729,"Arnold, von St. Emmeram",Latin,Arnold von St. Emmeram (1000?-1050?).
A4729,"Arnold, von St. Emmeram",Latin,"Arnold, von St. Emmeram, Regensburg, activité 11e siècle"
A4729,"Arnold, von St. Emmeram",Latin,Arnoldus Emmeramensis
A4729,"Arnold, von St. Emmeram",Latin,"Arnold, von St. Emmeram, Regensburg, active 11th century"
A4729,"Arnold, von St. Emmeram",Latin,"Arnold, von St. Emmeram"
A4729,"Arnold, von St. Emmeram",Latin,Arnoldus Emmeramensis ca. 1000-ca. 1050
A4730,"Buchanan, George",Latin,"Buchanan, George, 1506-1582."
A4730,"Buchanan, George",Latin,"Buchanan, George, humanist"
A4730,"Buchanan, George",Latin,Georgius Buchananus
A4730,"Buchanan, George",Latin,Seòras Bochanan
A4730,"Buchanan, George",Latin,"Buchanan, George, 1506-1582."
A4730,"Buchanan, George",Latin,Georgius Buchananus
A4730,"Buchanan, George",Latin,Seòras Bochanan
A4730,"Buchanan, George",Latin,"Buchanan, George, humanist"
A4731,"Landor, Walter Savage",Latin,"Landor, Walter Savage, 1902-"
A4731,"Landor, Walter Savage",Latin,Savagius Landor
A4731,"Landor, Walter Savage",Latin,"Walter Savage Landor English writer, poet, and activist (1775–1864)"
A4731,"Landor, Walter Savage",Latin,Savagius Landor
A4731,"Landor, Walter Savage",Latin,"Landor, Walter Savage, 1902-"
A4731,"Landor, Walter Savage",Latin,"Walter Savage Landor English writer, poet, and activist (1775–1864)"
A4731,"Landor, Walter Savage",Latin,aavagius Landor
A4731,"Landor, Walter Savage",Latin,Savggiub Landor
A4732,"Sannazaro, Jacopo",Latin,Iacobus Sannazarius
A4732,"Sannazaro, Jacopo",Latin,Jacob Sannazaro
A4732,"Sannazaro, Jacopo",Latin,Jacopo Sannazaro
A4732,"Sannazaro, Jacopo",Latin,Jacopo Sannazaro poeta e umanista italiano
A4732,"Sannazaro, Jacopo",Latin,"Sannazaro, Iacopo"
A4732,"Sannazaro, Jacopo",Latin,"Sannazaro, Iacopo 1456–1530"
A4732,"Sannazaro, Jacopo",Latin,"Sannazaro, Jacobo, 1458-1530"
A4732,"Sannazaro, Jacopo",Latin,"Sannazaro, Jacopo, 145?-1530"
A4732,"Sannazaro, Jacopo",Latin,"Sannazaro, Jacopo, 1456-1530"
A4732,"Sannazaro, Jacopo",Latin,"Sannazaro, Jacopo, fl. 1458-1530"
A4732,"Sannazaro, Jacopo",Latin,"Sannazzaro, Iacopo"
A4732,"Sannazaro, Jacopo",Latin,"Sannazzaro, Jacopo"
A4732,"Sannazaro, Jacopo",Latin,"Sannazzaro, Jacopo, 1458-1530"
A4733,"Morena, Acerbo",Latin,Acerbo Morena cronista italiano
A4733,"Morena, Acerbo",Latin,Acerbus Morena
A4733,"Morena, Acerbo",Latin,Acerbus Morena -1167
A4733,"Morena, Acerbo",Latin,"Morena, Acerbo"
A4733,"Morena, Acerbo",Latin,"Morena, Acerbo d. 1167"
A4733,"Morena, Acerbo",Latin,"Morena, Acerbo, -1167"
A4733,"Morena, Acerbo",Latin,"Morena, Acerbo, m. 1167"
A4733,"Morena, Acerbo",Latin,Acerbus Morena -1167
A4733,"Morena, Acerbo",Latin,Acerbo Morena cronista italiano
A4733,"Morena, Acerbo",Latin,"Morena, Acerbo, m. 1167"
A4733,"Morena, Acerbo",Latin,"Morena, Acerbo d. 1167"
A4733,"Morena, Acerbo",Latin,"Morena, Acerbo, -1167"
A4733,"Morena, Acerbo",Latin,Acerbus Morena
A4733,"Morena, Acerbo",Latin,"Morena, Acerbo"
A4734,"Bošković, Baro",Latin,Baro Bošković
A4734,"Bošković, Baro",Latin,Bartholomeus Boscovich
A4734,"Bošković, Baro",Latin,Bartolomej Bošković
A4734,"Bošković, Baro",Latin,"Boskovic, Bartolomeo, 1700-"
A4734,"Bošković, Baro",Latin,"Bošković, Bartolomeo, 1700-"
