"Variant","Authorized Name","DLL Identifier (Author)"
"andronicus, matthaeus um 1502","andronicus, matthaeus","A4239"
"andronicus, matthaeus, f. 1502","andronicus, matthaeus","A4239"
"matej andreis","andronicus, matthaeus","A4239"
"cibel, valentin","cybeleius, valentinus, approximately 1490-","A4240"
"cibel, valentin, asi 1490-","cybeleius, valentinus, approximately 1490-","A4240"
"cybeleius varasdiensis, valentinus, 16e eeuw","cybeleius, valentinus, approximately 1490-","A4240"
"cybeleius, valentinus 16. jh","cybeleius, valentinus, approximately 1490-","A4240"
"cybeleus, valentin","cybeleius, valentinus, approximately 1490-","A4240"
"cybeleus, valentinus","cybeleius, valentinus, approximately 1490-","A4240"
"hagymási bálint","cybeleius, valentinus, approximately 1490-","A4240"
"hagymási, bálint 1490-1517?","cybeleius, valentinus, approximately 1490-","A4240"
"valentin cybeleus","cybeleius, valentinus, approximately 1490-","A4240"
"valentinus cybeleius varasdiensis","cybeleius, valentinus, approximately 1490-","A4240"
"cyricius barcinonensis","quiricus, of barcelona","A4241"
"cyricius barcinonensis episcopus","quiricus, of barcelona","A4241"
"quiricus barcelona, bischof","quiricus, of barcelona","A4241"
"quiricus barcinonensis","quiricus, of barcelona","A4241"
"quiricus, of barcelona","quiricus, of barcelona","A4241"
"quiricus, toledský arcibiskup, -680","quiricus, of barcelona","A4241"
"dermitius meara","meara, dermitius","A4242"
"dermod o'meara","meara, dermitius","A4242"
"dermod o'mearx","meara, dermitius","A4242"
"dermod o'mearb","meara, dermitius","A4242"
"dermod o'mxara","meara, dermitius","A4242"
"dermod s'meara","meara, dermitius","A4242"
"adam ii, abbot of dore abbot of dore abbey in herefordshire from 1216-1226.","adam ii, abbot of dore, active 1216-1226","A4243"
"adam ii, abbot of dore awbot of dore abbea in herefordshire from 1216-1226.","adam ii, abbot of dore, active 1216-1226","A4243"
"adam ii, abbot of nore abbot of dore abbey in herefordshire from 1216-1226.","adam ii, abbot of dore, active 1216-1226","A4243"
"adam ii, abbot of oore abbot of dore abbey in herefordshire from 1216-1226.","adam ii, abbot of dore, active 1216-1226","A4243"
"adam ii, abbot of dore abbot of dore abaey in herefordshire from 1216-1226.","adam ii, abbot of dore, active 1216-1226","A4243"
"adam ii, abbot of dore abbot of dore abbey sn herefordshize from 1216-1226.","adam ii, abbot of dore, active 1216-1226","A4243"
"adam ii, abbot of dore abbot of dore abbey in herefordshire frfm 1216-1226.","adam ii, abbot of dore, active 1216-1226","A4243"
"saint symphorien of autun","symphorian, of autun, saint","A4244"
"symphorian, of autun, saint","symphorian, of autun, saint","A4244"
"symphorianus augustodunensis","symphorian, of autun, saint","A4244"
"symphorianus von autun, heiliger 165-180","symphorian, of autun, saint","A4244"
"symphorien d'autun","symphorian, of autun, saint","A4244"
"faber, ulrich","faber, ulrich rhaetus","A4245"
"faber, ulrich (14..-15..).","faber, ulrich rhaetus","A4245"
"faber, ulrich rhaetus, činný 1503-1557","faber, ulrich rhaetus","A4245"
"fabri, huldreich 14..-15..","faber, ulrich rhaetus","A4245"
"fabri, udalricus. (?-1544)","faber, ulrich rhaetus","A4245"
"ulrich faber","faber, ulrich rhaetus","A4245"
"ulrich rhaetus faber","faber, ulrich rhaetus","A4245"
"ulricius fabri torenburengensis","faber, ulrich rhaetus","A4245"
"aage von dänemark","augustinus, de dacia, -1285","A4246"
"augustin de dacie 12..-1285","augustinus, de dacia, -1285","A4246"
"augustinus de dacia m. 1285 o.p.","augustinus, de dacia, -1285","A4246"
"augustinus de dacia, 1200-talet","augustinus, de dacia, -1285","A4246"
"augustinus de dacia, o.p., m. 1285","augustinus, de dacia, -1285","A4246"
"beatus 1485-1547 rhenanus","rhenanus, beatus, 1485-1547","A4247"
"beatus bild","rhenanus, beatus, 1485-1547","A4247"
"beatus bild, 1485-1547","rhenanus, beatus, 1485-1547","A4247"
"beatus, rhenanus, 1485-1547","rhenanus, beatus, 1485-1547","A4247"
"bild, beatus, 1485-1547","rhenanus, beatus, 1485-1547","A4247"
"rhenanus, beatus","rhenanus, beatus, 1485-1547","A4247"
"rhenanus, beatus, 1485-1547","rhenanus, beatus, 1485-1547","A4247"
"brask, hans","brask, hans, 1464-1538","A4248"
"brask, hans (johannes), 1464-1538","brask, hans, 1464-1538","A4248"
"brask, hans biskop av linköping 1464-1538","brask, hans, 1464-1538","A4248"
"brask, hans, vesc. di link©œping, 1464-1538","brask, hans, 1464-1538","A4248"
"hans brask","brask, hans, 1464-1538","A4248"
"hans brask évêque catholique","brask, hans, 1464-1538","A4248"
"johannes brask","brask, hans, 1464-1538","A4248"
"flavius rufinus","rufinus","A4249"
"flawiusz rufin (ok. 335-395)","rufinus","A4249"
"rufinus, approximately 335-395","rufinus","A4249"
"rufinus, flavius -395","rufinus","A4249"
"victor cartennensis ca. 5. jh.","victor, of ténès","A4250"
"victor, of ténès","victor, of ténès","A4250"
"vivtor, of thnès","victor, of ténès","A4250"
"victor, ok tknès","victor, of ténès","A4250"
"victor, nf tébès","victor, of ténès","A4250"
"victor, of ténas","victor, of ténès","A4250"
"ericus olai, -1486","ericus olai, -1486","A4251"
"ericus olai, ?-1486.","ericus olai, -1486","A4251"
"ericus olai, 1425?-1486","ericus olai, -1486","A4251"
"ericus olai, asi 1420-1486","ericus olai, -1486","A4251"
"ericus olai, ca 1420-1486","ericus olai, -1486","A4251"
"ericus olavi 1422-1486","ericus olai, -1486","A4251"
"erik olofsson","ericus olai, -1486","A4251"
"olai, ericus, -1486","ericus olai, -1486","A4251"
"olaus, eric, 1422-1486","ericus olai, -1486","A4251"
"olaus, ericus, -1486","ericus olai, -1486","A4251"
"olofsson, erik","ericus olai, -1486","A4251"
"theodulus, active 9th century","theodulus, active 9th century","A4252"
"theodulps, active 9th cemtury","theodulus, active 9th century","A4252"
"theodulur, active 9th century","theodulus, active 9th century","A4252"
"theodulus, actije 9th century","theodulus, active 9th century","A4252"
"theodulus, acgive 9th centuty","theodulus, active 9th century","A4252"
"bheodulus, active 9th century","theodulus, active 9th century","A4252"
"theodulus, aitive 9th century","theodulus, active 9th century","A4252"
"maurus terentianus","terentianus maurus","A4253"
"terencià maure","terentianus maurus","A4253"
"terenciano mauro","terentianus maurus","A4253"
"terentianus maurus 01..-01..?","terentianus maurus","A4253"
"terentianus maurus ca. 2./3. jh.","terentianus maurus","A4253"
"terentianus maurus, 01..-01..?, grammairien","terentianus maurus","A4253"
"terentianus, maurus","terentianus maurus","A4253"
"terentianus, maurus, 1--","terentianus maurus","A4253"
"terentianus, maurus, sec. ii-iii","terentianus maurus","A4253"
"carrara, hubertin (1642-1716).","carrara, ubertino, 1642-1716","A4254"
"carrara, ubertino","carrara, ubertino, 1642-1716","A4254"
"carrara, ubertino 1642-1716 s.i.","carrara, ubertino, 1642-1716","A4254"
"carrara, ubertino, 1640-1717","carrara, ubertino, 1642-1716","A4254"
"carrara, ubertino, s.i., 1642-1716","carrara, ubertino, 1642-1716","A4254"
"carrara, ubertinus, 1642-1716","carrara, ubertino, 1642-1716","A4254"
"eudosso pauntino","carrara, ubertino, 1642-1716","A4254"
"ubertino carrara poeta latinus, iesuita","carrara, ubertino, 1642-1716","A4254"
"ubertinus carrara","carrara, ubertino, 1642-1716","A4254"
"bero de ludosia 1410-1465","bero magni, de ludosia","A4255"
"bero magni de ludosia, d. 1465","bero magni, de ludosia","A4255"
"bero, de ludosia, ?-1465","bero magni, de ludosia","A4255"
"björn magnusson","bero magni, de ludosia","A4255"
"caietanus","cajetan, tommaso de vio, 1469-1534","A4256"
"cajetan, thomas","cajetan, tommaso de vio, 1469-1534","A4256"
"cajetan, thomas, 1469-1534","cajetan, tommaso de vio, 1469-1534","A4256"
"cajetan, tommaso de vio","cajetan, tommaso de vio, 1469-1534","A4256"
"cajetanus, 1469-1534","cajetan, tommaso de vio, 1469-1534","A4256"
"cajetanus, thomas, 1469-1534","cajetan, tommaso de vio, 1469-1534","A4256"
"de vio, tommaso","cajetan, tommaso de vio, 1469-1534","A4256"
"de vio, tommaso 1469-1534","cajetan, tommaso de vio, 1469-1534","A4256"
"de vío, tommaso, 1469-1534","cajetan, tommaso de vio, 1469-1534","A4256"
"de vio, tommaso, card., 1469-1534","cajetan, tommaso de vio, 1469-1534","A4256"
"gaietà, 1468-1533","cajetan, tommaso de vio, 1469-1534","A4256"
"kajetán, kardinál, 1469-1534","cajetan, tommaso de vio, 1469-1534","A4256"
"thomas cajetan","cajetan, tommaso de vio, 1469-1534","A4256"
"vio caietanus, thomas de, 1469-1534, o.p.","cajetan, tommaso de vio, 1469-1534","A4256"
"bartholomaeus pannonus (1490-1522) egyházi vezető, író","frankfurter, bartholomeus, 1490?-","A4257"
"bartholomeus frankfordinus pannonius","frankfurter, bartholomeus, 1490?-","A4257"
"frankfurter, bartholomeus, ca. 1490-","frankfurter, bartholomeus, 1490?-","A4257"
"bartholomeus frankeordinus pannonihs","frankfurter, bartholomeus, 1490?-","A4257"
"bartxolomeus frankfordinus pannonius","frankfurter, bartholomeus, 1490?-","A4257"
"plotius sacerdos, marius, 02..-03..?, grammairien","sacerdos, marius plotius","A4258"
"sacerdos, marius plotius","sacerdos, marius plotius","A4258"
"sacerdos, marius plotius ca. 3. jh.","sacerdos, marius plotius","A4258"
"sacerdos, marius plotius, 3e eeuw","sacerdos, marius plotius","A4258"
"sacerdos, marius plotius, 3rd cent.","sacerdos, marius plotius","A4258"
"sacerdos, marius plotius, active 3rd century","sacerdos, marius plotius","A4258"
"sacerdos, marius plotius, sec. iii","sacerdos, marius plotius","A4258"
"aegidius, petrus","gillis, pierre, 1486-1533","A4259"
"aegidius, petrus, 1486-1533","gillis, pierre, 1486-1533","A4259"
"aegidius, pierre, 1486-1533","gillis, pierre, 1486-1533","A4259"
"gillis, pierre, 1486-1533","gillis, pierre, 1486-1533","A4259"
"gillis, pierre, 1486-1533.","gillis, pierre, 1486-1533","A4259"
"gillis, pieter, 1486-1533","gillis, pierre, 1486-1533","A4259"
"peter giles","gillis, pierre, 1486-1533","A4259"
"gunnlaugr leifsson","gunnlaugur leifsson, -1218","A4260"
"gunnlaugr leifsson -1218","gunnlaugur leifsson, -1218","A4260"
"gunnlaugr leifsson escaldio d'islandia, escritor y poeta, monxu benedictín del monasteriu de þingeyrar al norte de la isla","gunnlaugur leifsson, -1218","A4260"
"gunnlaugur leifsson -1218 (munkur)","gunnlaugur leifsson, -1218","A4260"
"gunnlaugur leifsson, o.s.b., m. 1218","gunnlaugur leifsson, -1218","A4260"
"priscianus ca. 5./6. jh.","pseudo-priscianus","A4261"
"pseudo-priscian","pseudo-priscianus","A4261"
"pseudo-priscianus caesariensis","pseudo-priscianus","A4261"
"pseudo-prisciapus caesariensis","pseudo-priscianus","A4261"
"pseudo-priscianus caesarieysis","pseudo-priscianus","A4261"
"tertul·lià, aproximadament 160-aproximadament 240","pseudo-tertullian","A4262"
"tertullianus apie 160-apie 230","pseudo-tertullian","A4262"
"tertullianus ca. 160-ca. 230","pseudo-tertullian","A4262"
"tertullianus, quintus septimius florens 150-230","pseudo-tertullian","A4262"
"tertullien, environ 160-environ 230","pseudo-tertullian","A4262"
"birger gregersson, archbishop, approximately 1327-1383","birger gregersson, archbishop of uppsala, 1327?-1383","A4263"
"birger gregersson, archevêque","birger gregersson, archbishop of uppsala, 1327?-1383","A4263"
"birger gregersson, d. 1383","birger gregersson, archbishop of uppsala, 1327?-1383","A4263"
"birger gregersson, vesc., 1327-1383","birger gregersson, archbishop of uppsala, 1327?-1383","A4263"
"birger gregorii","birger gregersson, archbishop of uppsala, 1327?-1383","A4263"
"birgerus gregorii -1383","birger gregersson, archbishop of uppsala, 1327?-1383","A4263"
"gregersson, birger, -1383","birger gregersson, archbishop of uppsala, 1327?-1383","A4263"
"sulpicius victor","sulpicius, victor","A4264"
"sulpicius victor 4. jh.","sulpicius, victor","A4264"
"sulpicius, victor 03..?-03..?","sulpicius, victor","A4264"
"sulpicius, victor.","sulpicius, victor","A4264"
"victor sulpicius","sulpicius, victor","A4264"
"victor, sulpicius, 4e eeuw","sulpicius, victor","A4264"
"victor, sulpicius, sec. iv","sulpicius, victor","A4264"
"cano, melchior","cano, melchor, 1509?-1560","A4265"
"cano, melchor","cano, melchor, 1509?-1560","A4265"
"cano, melchor (około 1509-1560).","cano, melchor, 1509?-1560","A4265"
"cano, melchor, [1509?]-1560.","cano, melchor, 1509?-1560","A4265"
"cano, melchor, 1509?-1560, o.p.","cano, melchor, 1509?-1560","A4265"
"cano, melchor, asi 1509-1560","cano, melchor, 1509?-1560","A4265"
"cano, melchor, ca. 1509-1560","cano, melchor, 1509?-1560","A4265"
"cano, melchor, o.p., vesc. delle canarie, 1509?-1560","cano, melchor, 1509?-1560","A4265"
"melchior canus","cano, melchor, 1509?-1560","A4265"
"melchor cano","cano, melchor, 1509?-1560","A4265"
"dumbleton, john (ok. 1310-ok. 1349)","john dumbleton, approximately 1310-1349","A4266"
"dumbleton, john (około 1310-około 1346).","john dumbleton, approximately 1310-1349","A4266"
"iohannes de dumbleton","john dumbleton, approximately 1310-1349","A4266"
"johannes dumbleton","john dumbleton, approximately 1310-1349","A4266"
"alexander gottlieb baumgarten deutscher philosoph","baumgarten, alexander gottlieb, 1714-1762","A4267"
"alexander gottlieb, baumgarten (1714-1762)","baumgarten, alexander gottlieb, 1714-1762","A4267"
"baumgarten, alexander gottlieb","baumgarten, alexander gottlieb, 1714-1762","A4267"
"baumgarten, alexander gottlieb (german philosopher, 1714-1762)","baumgarten, alexander gottlieb, 1714-1762","A4267"
"baumgarten, alexander gottlieb, 1714-1762","baumgarten, alexander gottlieb, 1714-1762","A4267"
"baumgarten, alexander gottlieb, 1714-1762.","baumgarten, alexander gottlieb, 1714-1762","A4267"
"bellay, joachim du 1522c-1560","du bellay, joachim, approximately 1522-1560","A4268"
"bellay, joachim du, 1522-1560","du bellay, joachim, approximately 1522-1560","A4268"
"du bellay, joachim","du bellay, joachim, approximately 1522-1560","A4268"
"du bellay, joachim 1522-60","du bellay, joachim, approximately 1522-1560","A4268"
"du bellay, joachim apie 1522–1560","du bellay, joachim, approximately 1522-1560","A4268"
"du bellay, joachim, 1522?-1560","du bellay, joachim, approximately 1522-1560","A4268"
"du bellay, joachim, 1525 approximately -1560","du bellay, joachim, approximately 1522-1560","A4268"
"du bellay, joachim, 1525-1560","du bellay, joachim, approximately 1522-1560","A4268"
"du bellay, joachim, aproximadament 1522-1560","du bellay, joachim, approximately 1522-1560","A4268"
"du bellay, joachim, asi 1522-1560","du bellay, joachim, approximately 1522-1560","A4268"
"du bellay, joachim, ca. 1522-1560","du bellay, joachim, approximately 1522-1560","A4268"
"du bellay, joachim, environ 1522-1560","du bellay, joachim, approximately 1522-1560","A4268"
"du bellay, joachim, environ 1525-1560","du bellay, joachim, approximately 1522-1560","A4268"
"du bellay, joachim, u.1522-1560.","du bellay, joachim, approximately 1522-1560","A4268"
"du bellay, joaquim, c. 1525-1560","du bellay, joachim, approximately 1522-1560","A4268"
"ioachimus bellaius","du bellay, joachim, approximately 1522-1560","A4268"
"redempto de sevilla","redemptus, clericus hispalensis","A4269"
"redemptus hispalensis","redemptus, clericus hispalensis","A4269"
"redemptus hispalensis ca. um 636","redemptus, clericus hispalensis","A4269"
"redemptus, clericus hispalensis","redemptus, clericus hispalensis","A4269"
"redemptus, clericus hispalensis, active 7th century","redemptus, clericus hispalensis","A4269"
"redemptus, hispalensis","redemptus, clericus hispalensis","A4269"
"redemptus, hispalensis, 7e eeuw","redemptus, clericus hispalensis","A4269"
"tírechán","tírechán, saint","A4270"
"tírechán irish bishop","tírechán, saint","A4270"
"tírechán, saint","tírechán, saint","A4270"
"tirechanus episcopus","tírechán, saint","A4270"
"tirechanus episcopus ca. um 660","tírechán, saint","A4270"
"heinitz, ernst","heinitz, ernst, 1902-1998","A4271"
"heinitz, evnst","heinitz, ernst, 1902-1998","A4271"
"heiritz, ernet","heinitz, ernst, 1902-1998","A4271"
"xeinitz, ernst","heinitz, ernst, 1902-1998","A4271"
"hixnitz, ernst","heinitz, ernst, 1902-1998","A4271"
"heinitz, ernsk","heinitz, ernst, 1902-1998","A4271"
"hejnitz, ernst","heinitz, ernst, 1902-1998","A4271"
"ursino‏, de ligugé","ursino‏, de ligugé","A4272"
"ursinus abbas abbas locogiacensis, hagiographus","ursino‏, de ligugé","A4272"
"ursinus locogiacensis","ursino‏, de ligugé","A4272"
"ursinus locogiacensis ca. um 690","ursino‏, de ligugé","A4272"
"christopherus laurentii","laurentii de holmis, christopherus, approximately 1400-1464","A4273"
"christopherus wyß (witte)","laurentii de holmis, christopherus, approximately 1400-1464","A4273"
"laurentii de holmis, christopherus (ok. 1400-1464)","laurentii de holmis, christopherus, approximately 1400-1464","A4273"
"laurentii de holmis, christopherus, 1400?-1464?","laurentii de holmis, christopherus, approximately 1400-1464","A4273"
